symbol,search_date,headline,summary,source,url,published_at
GOOGL,2025-10-10,Google-backed crypto mining stock reaches all-time high,"Shares of TeraWulf Inc. (NASDAQ: WULF), a Bitcoin (BTC) mining company, surged by 12% and reached an all-time high at $15.29 after the market opened on Oct. 10. The rally came as investors reacted positively to the continued company’s growing relationship with Alphabet Inc. (NASDAQ: GOOGL), ...",Yahoo,https://finnhub.io/api/news?id=7dd6e654d2f2b5b4a63c87a917c1123f7cd2f93d54b7e9a0e95b9ab492561c4a,2025-10-10 20:03:23
GOOGL,2025-10-10,"'We've Transformed The Whole Buying Stack Into A Recommendation Engine,' How AdTech Company Vibe Earned A $410M Valuation","AdTech company Vibe.co raised $50 million in a Series B funding round in September, bringing its overall valuation up to $410 million just three years after launch. Vibe is a self-service TV ad buying platform that was founded in 2021 by Arthur Querou and Franck Tetzlaff. The company, which officially launched in September 2022, uses AI to help brands create and place ads on streaming services like Tubi, Paramount+, and Sling TV. While many larger brands looking for this sort of one-stop service",Yahoo,https://finnhub.io/api/news?id=e11f9655f8e43e886e3b220a280a477085757ba75321e6ce730327e5d2b7a4e3,2025-10-10 19:01:06
AMZN,2025-10-16,Should You Buy Amazon Stock Before Oct. 31?,"The digital retail, cloud, and artificial intelligence (AI) specialist has a lot going on. Is it time to buy?",Yahoo,https://finnhub.io/api/news?id=1c806bf5fa91f81d01ceab106dba59bb43c4928823b7d54d0abdbef36f916f77,2025-10-16 10:02:00
AMZN,2025-10-16,How Much Would It Take To Earn $100 A Month From Antero Midstream Stock,"Antero Midstream Corp. (NYSE:AM) owns, operates, and develops infrastructure for natural gas and water handling in the Appalachian Basin of the U.S. It will report its Q3 2025 earnings on Oct. 29. Wall Street analysts expect the company to post EPS of ...",Yahoo,https://finnhub.io/api/news?id=7b9f78ccfb071692a2253df33bab88e1d7343945ea47560099842c4f528d90a4,2025-10-16 05:01:02
AMZN,2025-10-16,Trump Hosts Corporate Ballroom Donors at Glitzy White House Dinner,"The event included representatives from Lockheed Martin, Microsoft, Meta, Google, Amazon.com and Palantir.",Yahoo,https://finnhub.io/api/news?id=7e505f4e36137ad85aaa046c2026057fbbefcdee911330c6207ec54094d67ffc,2025-10-16 04:36:00
AMZN,2025-10-16,Trump hosts glitzy dinner for wealthy donors to new White House ballroom,"President Donald Trump on Wednesday welcomed nearly 130 deep-pocketed donors, allies and representatives of major companies for a dinner at the White House to reward them for their pledged contributions to a massive new ballroom.  The ballroom, whose price tag is now estimated at $250 million, is the most significant renovation that Trump, a former real estate mogul, is undertaking during his second term at the White House.  All four sides of the ballroom — which Trump said will be large and grand enough to hold even a presidential inauguration -- will be made of bulletproof glass, with its color, window shape and molding keeping in character with the White House.",Yahoo,https://finnhub.io/api/news?id=5524bd8d99fc308f77a6926a836e9b5dd73805784cfc88c3f3cdb4f63504b8d0,2025-10-16 04:34:17
AMZN,2025-10-16,Seattle Tech Workers Are Fueling a Real-Estate Rush in the Cascade Mountains,"Workers from Amazon and Microsoft are spending big on homes in Suncadia, an all-season resort in Cle Elum.",Yahoo,https://finnhub.io/api/news?id=26b0a70c99ad8d1fe79047b374f90d94bba0e220d44815d0522a8b7ee4c02196,2025-10-16 03:00:00
AMZN,2025-10-15,Seattle Tech Workers Are Fueling a Real-Estate Rush in the Cascade Mountains,"Workers from Amazon and Microsoft are spending big on homes in Suncadia, an all-season resort in Cle Elum.",Yahoo,https://finnhub.io/api/news?id=26b0a70c99ad8d1fe79047b374f90d94bba0e220d44815d0522a8b7ee4c02196,2025-10-16 03:00:00
AMZN,2025-10-15,Wall Street Is Heating Up on This ‘Strong Buy’ Chip Stock,"After a sluggish start to the year, this ‘Strong Buy’ chip stock is back in the spotlight as bullish analyst upgrades spark renewed investor excitement.",Yahoo,https://finnhub.io/api/news?id=1ea52a46173269eb8312e22bf59252dff1a5fc4c2bad9d11771aa86e09320ab6,2025-10-15 23:41:10
AMZN,2025-10-15,Eric Naaman of Damotech Wins EY 2025 Entrepreneur Of The Year® Eastern Overall Award,"MONTREAL, October 15, 2025--Damotech proudly celebrates CEO Eric Naaman's nomination as EY Entrepreneur Of The Year® 2025 Eastern Overall Award winner. The EY Canada program honours visionary leaders whose purpose-driven innovations transform industries, create jobs, and strengthen communities.",Yahoo,https://finnhub.io/api/news?id=804bae0078e69e232e8f9e998b7d71ba920cee30c57bdd5ba1c1b2de9c5c9676,2025-10-15 23:12:00
AMZN,2025-10-15,"‘The Smartest Investments We Can Possibly Imagine’: Nvidia CEO Jensen Huang Says OpenAI Will Be Worth Trillions, Rivaling Amazon and Meta",Nvidia CEO Jensen Huang’s remarks on OpenAI underscore his belief in the company’s trillion-dollar potential and the strategic value of investing in known technologies.,Yahoo,https://finnhub.io/api/news?id=8a52cf51f336d74cf29155e970f2ffee657a32d42d0a7ca69b47f431f902ba9f,2025-10-15 22:40:42
AMZN,2025-10-15,Amazon Plans New Round of Corporate Layoffs Amid $100 Billion AI Expansion,Job cuts to hit HR division as company accelerates automation and cloud investment,Yahoo,https://finnhub.io/api/news?id=cabeab4d4b3c8d2df1758e28fdf847a1576bd49b057e36d08b56ff1de223039a,2025-10-15 22:28:22
AMZN,2025-10-15,How retail investors are reshaping options trading,"Retail investors make up roughly half of listed options, Cboe vice president of derivatives market intelligence Henry Schwartz tells Yahoo Finance. Watch the video above to learn more about how retail investors are reshaping the options market. To watch more expert insights and analysis on the latest market action, check out more Market Catalysts.",Yahoo,https://finnhub.io/api/news?id=8c4f91f75e2e91047fdbf58b09f7bad2e98a0d79b39c9043b99306fac91db89d,2025-10-15 22:15:00
AMZN,2025-10-15,Volatility Shares files for the first ever potential 5X leveraged ETF in the US,"(Reuters) -Volatility Shares, an issuer of exchange-traded funds, filed on Wednesday to launch a total of 27 highly leveraged ETFs, including the first-ever proposed 5x ETF for the U.S. market, at a time of rising caution over inflated asset prices as markets continue their upward swing.  Volatility Shares has filed for a 3x and a 5x offering on Strategy, where existing issuers have struggled to manage a 2x product.  Until now, the U.S. Securities and Exchange Commission has approved single-stock leveraged ETFs with a maximum of 2x.",Yahoo,https://finnhub.io/api/news?id=560d3e010a0bc7724341a4d8e9895f950c9ae1d5e27623f0c231075c3d3a8ab0,2025-10-15 21:26:08
AMZN,2025-10-15,"Trump Era Funding Boosts Quantum: AMZN, MSFT, IONQ Poised for Gains","Trump-era quantum funding plans could supercharge Amazon, Microsoft and IonQ as government and private investments accelerate commercialization.",Yahoo,https://finnhub.io/api/news?id=6bb6a31908e58569271e2f3ee760329a0b734167880c0fcbc4c9d96fb573fa54,2025-10-15 21:00:00
AMZN,2025-10-15,"Amazon Founder's Ex-Wife Cashes Out Billions, Sells 42% of Her Stake in Amazon","MacKenzie Scott Dumps $12.5 B in Amazon Stock, Bezos Still Rules the Empire",Yahoo,https://finnhub.io/api/news?id=aec85a52fcf35081d5f285910666b0de26a79402730fdb8e431d09f2c656180c,2025-10-15 20:55:44
AMZN,2025-10-15,"Rubrik Rallies 20% YTD: Should You Buy, Sell, or Hold the Stock?","RBRK benefits from soaring subscription growth, new AI-driven offerings, and deepening ties with tech giants.",Yahoo,https://finnhub.io/api/news?id=bf2fb8bb9c7c593ea09e93300920552c6c0ab9e39b0068e04e6a4c4894d546f5,2025-10-15 20:44:00
AMZN,2025-10-14,Is AI A Bubble? Yes... And No,Is AI's market impact overhyped? Read why cautious investment in proven tech giants could offer better long-term financial stability.,SeekingAlpha,https://finnhub.io/api/news?id=332c16a938dfe7941e818f0cb0ca4ca24c83bfbe9e372a9b7bcdb29d807162ed,2025-10-14 21:53:37
AMZN,2025-10-14,Tech Is Valued as if AI Is the Next Smartphone. It Isn’t.,Investors don’t care if AI stocks are pricey as long as companies deliver hefty profits. But what happens if those profits shrink a lot?,Yahoo,https://finnhub.io/api/news?id=4401ecc40417f162dd3da094d89ba1e977828ae8f16eae7169fc8ea2815f6b5d,2025-10-14 21:26:00
AMZN,2025-10-14,"Walmart, IBD Stock Of The Day, Runs Past Buy Point On OpenAI Shopping Partnership",Walmart stock gained on a partnership with OpenAI to allow shoppers to purchase goods directly through ChatGPT.,Yahoo,https://finnhub.io/api/news?id=9b1cbf3e8f8912f94c3e9287ab73c21ccb7013216afbd14a1b659d32aec1bf93,2025-10-14 21:11:47
AMZN,2025-10-14,Sector Update: Consumer Stocks Higher in Afternoon Trading,Consumer stocks rose Tuesday afternoon with the Consumer Staples Select Sector SPDR Fund (XLP) incre,Yahoo,https://finnhub.io/api/news?id=531e69819233274e1a057521cb2132a9927257cae114945f1347e4f736fe12fc,2025-10-14 20:34:33
AMZN,2025-10-14,Is Amazon (AMZN) One of The Best Wide Moat Stocks to Buy Right Now?,"Amazon.com, Inc. (NASDAQ:AMZN) is one of the Best Wide Moat Stocks to Buy Right Now. The company enjoys a wide moat, which stems from its strong network effects and intangible assets. On October 7, analyst John Blackledge of TD Cowen reiterated a “Buy” rating on the company’s stock, retaining the price objective of $255.00. The […]",Yahoo,https://finnhub.io/api/news?id=1b3595caed51a5196d79bb801b4c023fafb5de5dee0e9eb64e4ef5e87ac5764a,2025-10-14 20:08:17
AMZN,2025-10-14,Liberty All-Star® Equity Fund September 2025 Monthly Update,"BOSTON, October 14, 2025--Liberty All-Star® Equity Fund September 2025 Monthly Update",Yahoo,https://finnhub.io/api/news?id=61abfb4cc05e8cd674fa890bf38edbc96e6eb23c834f4f1a0a85a0d40ba2c6d9,2025-10-14 19:49:00
AMZN,2025-10-14,"Liberty All-Star® Growth Fund, Inc. September 2025 Monthly Update","BOSTON, October 14, 2025--Liberty All-Star® Growth Fund, Inc. September 2025 Monthly Update",Yahoo,https://finnhub.io/api/news?id=70d29f5019b1679258d637e229e572a0bed39366e65760b9ced22d2ab54ceb08,2025-10-14 19:48:00
AMZN,2025-10-14,Basic Materials Roundup: Market Talk,"Find insight on BASF, Merdeka Gold Resources and more in the latest Market Talks covering basic materials.",Yahoo,https://finnhub.io/api/news?id=c6e27904b8d222c0a8a8925dc4fa8225822cbc5c9ac88b2267403dda34667f05,2025-10-14 19:47:00
AMZN,2025-10-14,Walmart stock pops on OpenAI partnership to create a ChatGPT shopping experience,Walmart is the latest company to announce a partnership with OpenAI.,Yahoo,https://finnhub.io/api/news?id=f50acb316959019681850086fa88b8568b1335b643731c830d187db92409f2f6,2025-10-14 19:04:27
AMZN,2025-10-14,You’ll soon be able to shop Walmart’s catalog on ChatGPT,Walmart is partnering with OpenAI to let users browse and make purchases through the artificial intelligence,Yahoo,https://finnhub.io/api/news?id=2bc5c16d6f9c83c61e38a61e33c51a5d60f1c2b15f7c462787af2f42713e5974,2025-10-14 19:02:12
AMZN,2025-10-13,This Billionaire Crypto Bull Just Called Bitcoin A 'Better Version Of Gold' — And Says It Could 10x From Here,"The institutional money floodgates have opened for Bitcoin, and one prominent crypto investor thinks the digital asset’s journey is just getting started—despite already trading north of $126,000. Franklin Jiang, co-chief investment officer at Pantera ...",Yahoo,https://finnhub.io/api/news?id=7de79539f6ef3e8f3a6c8f3ecb83812f215e60da2c50fb409c465bb9da7201be,2025-10-14 02:01:34
AMZN,2025-10-13,The world's 10 richest people lost nearly $70 billion in Friday's market rout,"Elon Musk, Jeff Bezos, and Mark Zuckerberg led the wealth declines on Friday as fresh fears of a trade war hammered stocks.",Yahoo,https://finnhub.io/api/news?id=edb25a33942c2c86dfca32281e17af790bb8daf631c9d478dafccd75a1c6a826,2025-10-14 01:47:07
AMZN,2025-10-13,Nvidia DGX Spark hits market as 'world’s smallest AI supercomputer',"Nvidia's tiniest supercomputer officially hits the market on Wednesday. The DGX Spark, which Nvidia says offers data center-class performance, packs the company's GB10 Grace Blackwell superchip, as well as its ConnectX-7 networking capabilities and software stack.",Yahoo,https://finnhub.io/api/news?id=9573195703c949584965b1c26bf7fb2ed69e863a840498f262af83deef2accc3,2025-10-14 01:30:50
AMZN,2025-10-13,Lezzat Launches Amazon Europe Expansion Services as US Amazon Sellers Seek Global Growth,"Reading, UK, Oct. 13, 2025 (GLOBE NEWSWIRE) -- Lezzat, one of UK’s oldest Amazon full-service agencies, has announced the launch of its 2026 Amazon Europe Expansion services, a comprehensive program designed to help mature US Amazon sellers establish a strong presence across Europe’s rapidly expanding Amazon marketplaces. The program is strategically timed to align with Amazon’s continued investment in logistics, infrastructure, and marketplace development across the continent, including new rol",Yahoo,https://finnhub.io/api/news?id=65d317e9e9a8e297412f49cfc48dd25e2be7bc208fbb8930b749e65165c788b9,2025-10-14 01:04:00
AMZN,2025-10-13,Grindr’s owners may take it private after a financial squeeze,"Grindr's majority owners are scrambling to take the LGBTQ+ dating app private after a stock decline triggered a personal financial crisis, according to a report from Semafor.",Yahoo,https://finnhub.io/api/news?id=3c5e1f07ad50c6cb070165cd1554d82a7fd684a508c8be96ba4fc8569de1d361,2025-10-14 00:24:13
AMZN,2025-10-13,"Stocks to Watch Recap: Broadcom, Fastenal, JPMorgan, Warner Bros.",↗️ Broadcom (AVGO): U.S.-listed chip stocks such as TSMC (TSM) and AMD rebounded Monday after the Trump administration struck a conciliatory tone on China. Broadcom shares got an extra boost after the semiconductor designer struck a multibillion-dollar deal with OpenAI.,Yahoo,https://finnhub.io/api/news?id=148c07bc97d0899ebe0bfc421084cb606979fbc6a17df3ff910f0e0abbd5301c,2025-10-14 00:00:08
AMZN,2025-10-13,"Tariffs, Social Shopping, and an EV Reset",We're asking the big questions.,Yahoo,https://finnhub.io/api/news?id=3cc2d35c5a4765a1f99002412b87307a0a65e0df7580036f9cce2fb992feadec,2025-10-13 23:22:00
AMZN,2025-10-13,US Leads Global Crypto Charge With $5B ETF Bet—Here's Why American Investors Are Suddenly All-In On Bitcoin,"The crypto market just sent a clear message to skeptics: digital assets aren’t going away. Exchange-traded funds tracking cryptocurrencies shattered records with $5.95 billion in inflows last week, propelling bitcoin to an all-time high of $126,223 on ...",Yahoo,https://finnhub.io/api/news?id=f3e719f085dc4d2d293baed8533ed3220a232b1dd89db4e7496e17b14c9b2404,2025-10-13 22:31:04
AMZN,2025-10-13,"Amazon to Hire 250,000 U.S. Workers Ahead of Busy Holiday Season",Company keeps hiring target steady for third consecutive year amid tariff concerns,Yahoo,https://finnhub.io/api/news?id=36f027a2295444026626d61156ba8b23d833bcfdafc47a63018c3be919e3e41c,2025-10-13 22:07:19
AMZN,2025-10-13,Jeff Bezos Predicts: Blue Origin Will One Day Be Bigger Than Amazon,"SpaceX keeps making all the headlines, but check the rearview mirror and you'll see Blue Origin catching up.",Yahoo,https://finnhub.io/api/news?id=68e28858c675316c949cb48d745a9e30d95ba92d623b03031bcb50399eb9770b,2025-10-13 21:40:00
AMZN,2025-10-12,"Meet the Supercharged Growth Stock That's One of This Year's Big Winners. The Company Could Hit $50 Trillion by 2034, According to 1 World-Renowned Analyst","A track record of innovation, strong tailwinds, and an industry-leading position could drive this household name to new highs.",Yahoo,https://finnhub.io/api/news?id=961be3a10ee0937883ec967a4fbc4a7abda992273c8c2c629419827ce8369e0e,2025-10-13 02:02:00
AMZN,2025-10-12,3 Reasons Investors Are Excited About Coupang Stock,Coupang is expanding from fast-growing e-commerce upstart to one of Asia's most important internet companies.,Yahoo,https://finnhub.io/api/news?id=fc329e4813ce847420a88551f0ab9e6b226f9d75f550f01f86bec636c0a3eb91,2025-10-12 20:20:00
AMZN,2025-10-12,Fee-Fi-Fo-Fum: Is A Crash Brewing For AI Stocks?,"Amid hype over artificial intelligence, the best AI stocks generate revenue or get a strategic edge from the fast evolving technology.",Yahoo,https://finnhub.io/api/news?id=93a0432b7cd73581a5e3a5c2be70106be2e497ee7caf0d69ae074c560f983c87,2025-10-12 20:03:04
AMZN,2025-10-12,'100% of Addicts Eventually Have Financial Troubles' — Ramsey Tells 25-Year-Old Who Lost $55K Gambling To Do These Three Things,"Addiction can take hold with devastating speed, as one 25-year-old caller to ""The Ramsey Show"" found. James, a business owner with an annual income of about $120,000, told host Dave Ramsey how he lost between $45,000 and $55,000 in just six weeks to a sudden gambling habit after moving to Atlantic City. He explained that the addiction started small, with $25 bets while socializing with new friends. As his friends increased their bets, it pushed James to higher-stakes gambling. ""You feel like a w",Yahoo,https://finnhub.io/api/news?id=a5608377ed4308958ce579c02b4812c31d077e92834e66d9ab1bf2b926c9f809,2025-10-12 20:01:19
AMZN,2025-10-12,"Masterclass Founder Reveals His AI Tool Stack, Says 'You Are Holding Yourself Back' If You Don't Use AI","Artificial intelligence isn't just changing how employees work, but it's also putting resistant business executives at a major disadvantage, Masterclass CEO David Rogier told Fortune. ""You are holding yourself back,"" he said. Rogier didn't stop with explaining how AI is changing business. He also shared eight AI tools that he uses and explained how they have boosted his productivity. Don't Miss: Amazon and NVIDIA Partnered With This Robot Chef — Now Individual Investors Can Too Accredited Invest",Yahoo,https://finnhub.io/api/news?id=a2e0527ecb064fa5dba9d4f46cdc1c13ff0e67a60c08f1a6fb286f338d2edee8,2025-10-12 16:32:59
AMZN,2025-10-12,Here's How You Can Earn $100 In Passive Income By Investing In Becton Dickinson Stock,"Becton, Dickinson and Co. (NYSE:BDX) is a multinational medical technology company that manufactures and sells medical devices, instruments, and reagents for healthcare institutions, life science researchers, and the general public worldwide. It will ...",Yahoo,https://finnhub.io/api/news?id=77659c1a4f1a383ad716eb05b69fd27d6c627faaf38dd85f70222bb9dd83805a,2025-10-12 15:23:02
AMZN,2025-10-12,"1 Unstoppable Stock That Could Join Nvidia, Apple, Microsoft, Amazon, Alphabet, Meta, and Tesla in the $1 Trillion Club","The boom in artificial intelligence (AI) has led to strong growth for Oracle's business, and more could be on the way.",Yahoo,https://finnhub.io/api/news?id=5aadf94b82e439ed478948fb7d97d96decdde4f675c285107a8f6f14c70f72c2,2025-10-12 15:16:00
AMZN,2025-10-12,3 Tech Stocks You Can Buy and Hold for the Next Decade,Computing capacity will be a huge growth driver over the next decade.,Yahoo,https://finnhub.io/api/news?id=dc45c50a5913d27f95c4fe9e016b8999341e9ce2280866df14aca43f823d776a,2025-10-12 13:00:00
AMZN,2025-10-12,What Amazon Could Look Like in 5 Years' Time,"Amazon's retail story may be maturing, but its AI and advertising engines are just getting started -- and they could redefine what powers this trillion-dollar giant over the next five years.",Yahoo,https://finnhub.io/api/news?id=7919903140851d33220626bd23011299232552128da61bdf15028abade430386,2025-10-12 12:15:00
AMZN,2025-10-12,QGRW: Leading Growth ETF With A Caveat,"Discover QGRW ETF: blending growth & quality in large-cap stocks, outperforming peers but with higher volatility.",SeekingAlpha,https://finnhub.io/api/news?id=f6c6053438f4fd25de8b169e55a88b33958008e521c03c2e5745794154249c57,2025-10-12 11:35:53
AMZN,2025-10-11,Could Buying Amazon Stock Today Set You Up For Life?,"Amazon's stock has lost its luster lately, but there are still plenty of opportunities for the company.",Yahoo,https://finnhub.io/api/news?id=434b0472de689029e4538c7f41ae751001ecc62cbb6aaa1886a4eef9e6e1ee67,2025-10-12 01:30:00
AMZN,2025-10-11,"BMO Maintains Outperform on Amazon (AMZN), Calls It a Top Pick","Amazon.com, Inc. (NASDAQ:AMZN) is one of the Hot AI Stocks to Keep on Your Radar. On October 9, BMO reiterated the stock as “Outperform” and said Amazon remains a top pick. “3Q25E checks continue to support 2H25E AWS growth acceleration, although ramping competition and capacity constraints likely limit incremental upside.” Amazon.com Inc. (AMZN) is an American […]",Yahoo,https://finnhub.io/api/news?id=f8b1369a7d0805672213b02cf77845ae0ca5eb688559a60f524ca91e79aa0968,2025-10-12 01:17:15
AMZN,2025-10-11,Meet The Startup Building The Amazon Of Space: Inversion Launches Arc To Deliver Cargo Anywhere On Earth In 60 Minutes Or Less,"A 25-person startup in Los Angeles has introduced a technology that could enable Amazon-style (NASDAQ:AMZN) logistics in space. Inversion, an aerospace and defense technology company, on Oct. 1 unveiled Arc, a space-based delivery vehicle capable of transporting cargo to any location on Earth in under an hour. Inversion envisions space as a global logistics network, creating orbital infrastructure that could one day move goods, resources, and information across the planet with unprecedented spee",Yahoo,https://finnhub.io/api/news?id=3ce8a3717f1204cc30fa79c2b35c4f3ccb5f8ed7c92a99707c363fdd28293470,2025-10-11 22:10:07
AMZN,2025-10-11,Sprouts Farmers Market: Moving Fast In The National Grocery Business,Sprouts Farmers Market stock presents an opportunity for investors. Read why Wall Street may be missing the bigger picture with this grocer.,SeekingAlpha,https://finnhub.io/api/news?id=2d42f13b49a1334757889988162ac4fa3a216dcd4a4ea565c4142a0cd70d27fa,2025-10-11 15:18:34
AMZN,2025-10-11,"Amazon's Prime Time, Already Here?","Read here for an analysis of Amazon's stock performance, current volatility, and growth potential. See if now is the right time to invest in AMZN.",SeekingAlpha,https://finnhub.io/api/news?id=8f05eff06f07f85cbf170832b348290b6c0ecf06bd1fe3b404b0bf24daebcb21,2025-10-11 12:00:54
AMZN,2025-10-11,"How To Build A $500,000 Low-Stress Retirement Portfolio","Read here for an update on how to build a simple, diversified 6-fund retirement portfolio for steady income, growth, and lower risk.",SeekingAlpha,https://finnhub.io/api/news?id=c7f1dd5117ff3531860c3c63948a27adf42a1b57f8812f3fac0dd4dba2ffefb0,2025-10-11 11:30:00
AMZN,2025-10-11,"If AI Is A Bubble, The Signs Were Staring Us In The Face","Inflation risks are rising due to tariffs and retailer price hikes. AI infrastructure spending is surging, echoing the Dot Com bubble. See more here.",SeekingAlpha,https://finnhub.io/api/news?id=544ba9564e6b9f713e3a814e71b698485e791a28c11f5becefead5604916f677,2025-10-11 11:15:00
AMZN,2025-10-11,Will Analyst Optimism on AI-Driven Growth Change Amazon.com's (AMZN) Investment Narrative?,"Recent analyst reports indicate growing optimism for Amazon's upcoming earnings, with expectations of accelerating AWS revenue growth driven by generative AI workloads and substantial investments in AI infrastructure. This strengthening sentiment is underpinned by Amazon's leadership in AI and cloud, as well as expanding advertising services and ongoing business resilience. We’ll explore how analyst enthusiasm around Amazon’s AI-driven business momentum could influence the company’s...",Yahoo,https://finnhub.io/api/news?id=e578ac30a0c4defc5c46483f1538e911efdec003788cac9dfe6b523b21293f10,2025-10-11 07:15:02
AMZN,2025-10-11,Assessing Arm’s Valuation After Qualcomm Adopts Latest AI Chip Technology,"Thinking about what to do with Arm Holdings stock? You are definitely not alone. With the semiconductor sector capturing headlines and Arm’s architecture showing up in billions of devices, figuring out whether to buy, hold, or trim your position is more relevant than ever. It is no surprise that Arm’s share price has been on the move recently, closing at $154.87 after climbing 1.5% over the past week and just half a percent for the month. Step back, though, and Arm stands out more over a...",Yahoo,https://finnhub.io/api/news?id=0907518a4e8d97920a46c3a3d61a4fe50dc21ae5acef731c1ae6b8be5a945f27,2025-10-11 03:14:57
AMZN,2025-10-10,Equities Slide After Trump's China Tariffs Threat; Nasdaq Posts Worst Day Since April,US equities plummeted Friday after President Donald Trump threatened China with steep tariff increas,Yahoo,https://finnhub.io/api/news?id=76a4b3869644ff0c3cad044bcaae7b4106133706a6dded04d6008637f99f6818,2025-10-11 00:37:42
AMZN,2025-10-10,Amazon Stock Falls After Trump Threatens Higher Tariffs,"Amazon.com shares fell 5% Friday, closing near their lows on the day, after President Trump threatened to increase tariffs on Chinese goods.  Many of these retailers source their products from Chinese factories.  The company’s shares hit a 52-week low in April, following the President’s imposition of wide-ranging taxes on goods brought to the U.S. The company's shares have recovered since then, after Amazon’s online sales continued to grow despite the tariffs.",Yahoo,https://finnhub.io/api/news?id=029a714ccb0b2c3531b06b82408617f0eb0061262e9007889eade35309a7f5e0,2025-10-10 23:42:27
AMZN,2025-10-10,Retail Stocks Look Scary. What They Signal About Consumers.,"The real test will come with the holiday shopping season, the most crucial time of the year for retailers, and their stocks.",Yahoo,https://finnhub.io/api/news?id=bdd1cb2dd6d2a6833d446be6b9049c5def6ee80597649bba88953a36673e7be9,2025-10-10 23:24:00
AMZN,2025-10-10,"Amazon (AMZN)’s Upcoming “Big Event” Could Matter, Says Jim Cramer","We recently published 16 Stocks Jim Cramer Mentioned In An Episode Where He Said OpenAI Could Beat All Big Tech Giants. Amazon.com, Inc. (NASDAQ:AMZN) is one of the stocks Jim Cramer recently discussed. Cramer has discussed Amazon.com, Inc. (NASDAQ:AMZN) several times in 2025. Recently, he called the firm an “underrated AI story,” after discussing its […]",Yahoo,https://finnhub.io/api/news?id=7015bf900b90c1badff82fd7f0c2ece9d1fea6cfc16fc6a0e10cdbb16ec936e9,2025-10-10 23:05:06
AMZN,2025-10-10,The Single Smartest Financial Decision Jeff Bezos’ Made — That You Can Steal,Discover the smartest financial move Jeff Bezos ever made—and how you can apply the same strategy to grow your wealth starting today.,Yahoo,https://finnhub.io/api/news?id=5b3b63375cb0103daf108cf2564759dd7e28f717985242b785c5e4d56c90c1ba,2025-10-10 22:56:53
AMZN,2025-10-10,Nvidia Touts Software Advantage in Beating Rivals Like AMD,Nvidia claimed victory for the best performance and efficiency in the newly-released SemiAnalysis InferenceMAX benchmarks.,Yahoo,https://finnhub.io/api/news?id=16170d8e44578d0e931a60667b0c969c9deabb641460441ec52e3353a20d2505,2025-10-10 22:32:00
AMZN,2025-10-10,"AI Isn’t the Dot-Com Bubble, but That Won’t Stop It From Ending Badly",Artificial intelligence has gone from a cool toy to a prime mover of both the economy and the stock market. Here are four ways the rally could end.,Yahoo,https://finnhub.io/api/news?id=7273f0db93b86c4c33c1471243b6cd0e3e9b18a3782f5b8736ee791ae855883c,2025-10-10 22:04:00
AMZN,2025-10-10,"Buy tech sell-off,  Wedbush’s Ives says: ’this is a 1996 moment, not 1999’",Investing.com -- Tech stocks faced pressure Friday following President Donald Trump’s Truth Social post threatening higher tariffs on China and potentially canceling a planned meeting with President Xi Jinping.,Yahoo,https://finnhub.io/api/news?id=0877ec815f477605b6218c12fa7ffbc211b7762b1e2f60c1bf71b035394736ac,2025-10-10 21:50:39
AMZN,2025-10-10,"Equities, Oil Slump Intraday After Trump's China Tariffs Threat",US benchmark equity indexes and oil prices tumbled intraday after President Donald Trump threatened,Yahoo,https://finnhub.io/api/news?id=670fee3efb9ba5c81f475fc1a6129e2ed232a6e13fc22ab77841258c2f114ba1,2025-10-10 21:40:10
AMZN,2025-10-10,Why is the stock market dropping? A look at Wall Street amid Trump tariff talks on China,The stock market plunged Oct. 10 after President Trump threatened to increase tariffs on China in response to restrictions on natural resources.,Yahoo,https://finnhub.io/api/news?id=98cf8430a0fd772bff50b6132e8d4ac090d19968db9041d568e3ee23af122b06,2025-10-10 21:28:25
META,2025-10-16,Jamie Dimon Says You Can't Look At AI As A Bubble: 'People Should Stop...',"Jamie Dimon isn't buying the AI bubble hype, but he's not sugarcoating the fallout either. In an interview with Fortune, the JPMorgan Chase & Co. (NYSE:JPM) CEO doubled down on his belief that artificial intelligence is not a fad and that the payoff ...",Yahoo,https://finnhub.io/api/news?id=7706bd2f4e206cd4fc3773e66ca854f5a3466cfa0447668eefe4f5bc80bfba21,2025-10-16 05:31:06
META,2025-10-16,Trump Hosts Corporate Ballroom Donors at Glitzy White House Dinner,"The event included representatives from Lockheed Martin, Microsoft, Meta, Google, Amazon.com and Palantir.",Yahoo,https://finnhub.io/api/news?id=7e505f4e36137ad85aaa046c2026057fbbefcdee911330c6207ec54094d67ffc,2025-10-16 04:36:00
META,2025-10-16,Trump hosts glitzy dinner for wealthy donors to new White House ballroom,"President Donald Trump on Wednesday welcomed nearly 130 deep-pocketed donors, allies and representatives of major companies for a dinner at the White House to reward them for their pledged contributions to a massive new ballroom.  The ballroom, whose price tag is now estimated at $250 million, is the most significant renovation that Trump, a former real estate mogul, is undertaking during his second term at the White House.  All four sides of the ballroom — which Trump said will be large and grand enough to hold even a presidential inauguration -- will be made of bulletproof glass, with its color, window shape and molding keeping in character with the White House.",Yahoo,https://finnhub.io/api/news?id=5524bd8d99fc308f77a6926a836e9b5dd73805784cfc88c3f3cdb4f63504b8d0,2025-10-16 04:34:17
